artist_names,title,count,document_ids
['The Base Boys'],The Base EP,2,"66f88bc4fb9f17a601cb35a6, 66f88bc4fb9f17a601cb35a7"
['Toyan'],Spar With Me,2,"66f88bc4fb9f17a601cb3f71, 66f88bc5fb9f17a601cb49bc"
['Christophe'],Succès Fou,2,"66f88bc6fb9f17a601cb5438, 66f88bcbfb9f17a601cb9f31"
['Glenn Miller'],The Very Best Of Glenn Miller,2,"66f88bbefb9f17a601cae4a9, 66f88bd5fb9f17a601cc2e93"
['Rangers'],Rangers,2,"66f88bc3fb9f17a601cb2fd3, 66f88bd0fb9f17a601cbe25c"
['Argy'],Fundamentals,2,"66f88bcffb9f17a601cbd96e, 66f88bd0fb9f17a601cbec18"
['Buddy Holly'],Greatest Hits,2,"66f88bc5fb9f17a601cb43e9, 66f88bcefb9f17a601cbc497"
['Wynonna'],Tell Me Why,2,"66f88bc6fb9f17a601cb57ca, 66f88bcffb9f17a601cbde48"
['Lepa Brena'],Lepa Brena,2,"66f88bd5fb9f17a601cc2b50, 66f88bd5fb9f17a601cc3888"
['Mikki Bleu'],Gimme The Keys,2,"66f88bc1fb9f17a601cb0fbe, 66f88bc8fb9f17a601cb6e7a"
['Haus Arafna'],New York Rhapsody,2,"66f88bc5fb9f17a601cb458f, 66f88bc5fb9f17a601cb4b04"
['Angélica'],Angélica,2,"66f88bbefb9f17a601cae6f0, 66f88bd1fb9f17a601cbf229"
['Peggy Scott & Jo Jo Benson'],Soulshake,2,"66f88bc7fb9f17a601cb647f, 66f88bcefb9f17a601cbc921"
['Günter Kallmann Chor'],Elisabeth-Serenade,2,"66f88bc7fb9f17a601cb63cb, 66f88bcdfb9f17a601cbb26d"
['DJ T-Kut'],Scratch Fu-Fingers Practice ,2,"66f88bbefb9f17a601caed1f, 66f88bbefb9f17a601caee2f"
['Sonofold'],The Wolf Album,2,"66f88bd0fb9f17a601cbef32, 66f88bd3fb9f17a601cc172c"
['Frankie & The Heartstrings'],Hunger,2,"66f88bc7fb9f17a601cb5cce, 66f88bd4fb9f17a601cc22bc"
['Roy Black'],Seine Großen Erfolge,2,"66f88bbcfb9f17a601cac82f, 66f88bc6fb9f17a601cb5921"
['Sandie Shaw'],Puppet On A String,2,"66f88bcdfb9f17a601cbb515, 66f88bd6fb9f17a601cc3c3b"
['Broken Bones'],Decapitated,2,"66f88bc5fb9f17a601cb46e4, 66f88bccfb9f17a601cbb0ca"
['After The Fire'],Laser Love,2,"66f88bc4fb9f17a601cb3add, 66f88bd1fb9f17a601cbfbcb"
['Roger & The Biceps'],Vi Två Tillsammans,2,"66f88bbdfb9f17a601cad3c7, 66f88bc5fb9f17a601cb4383"
['Joey Tempest'],A Place To Call Home,2,"66f88bc6fb9f17a601cb5174, 66f88bd5fb9f17a601cc3554"
['Various'],Various Artists EP,2,"66f88bcdfb9f17a601cbbd94, 66f88bd3fb9f17a601cc1cb2"
['Barbara Lynn'],You'll Lose A Good Thing,2,"66f88bbffb9f17a601caf615, 66f88bcbfb9f17a601cb9f3c"
['Bob Marley'],Soul Rebel,2,"66f88bc0fb9f17a601cb07ae, 66f88bc1fb9f17a601cb0bb9"
['Yves Duteil'],Yves Duteil,2,"66f88bc5fb9f17a601cb4574, 66f88bcafb9f17a601cb909a"
['Jackie Lee (2)'],White Horses,2,"66f88bcefb9f17a601cbc7d7, 66f88bcefb9f17a601cbc7c3"
['Brenda Fassie'],Black President,2,"66f88bcefb9f17a601cbd30a, 66f88bcefb9f17a601cbd309"
['Ace Cannon'],Golden Classics,2,"66f88bc1fb9f17a601cb1652, 66f88bcffb9f17a601cbda89"
['16C+'],Under 4 Ever,2,"66f88bc7fb9f17a601cb67cd, 66f88bc7fb9f17a601cb67cc"
['B.B. King'],Take It Home,2,"66f88bc6fb9f17a601cb5406, 66f88bcbfb9f17a601cb9822"
['Matmatah'],La Cerise,2,"66f88bd6fb9f17a601cc3bbc, 66f88bd6fb9f17a601cc3bc0"
['Bill Haley And His Comets'],Rock Around The Clock,2,"66f88bc8fb9f17a601cb6fa5, 66f88bd2fb9f17a601cc0f9f"
['The Golden Gate Quartet'],Golden Gate Quartet,2,"66f88bc1fb9f17a601cb13e2, 66f88bc5fb9f17a601cb4eb1"
['Sylvie Vartan'],Sylvie,2,"66f88bc8fb9f17a601cb6cc0, 66f88bccfb9f17a601cbab91"
['Elements (6)'],Liberal Arts,2,"66f88bc7fb9f17a601cb64a1, 66f88bd3fb9f17a601cc1674"
['Paul Robeson'],Robeson,2,"66f88bccfb9f17a601cba971, 66f88bccfb9f17a601cba972"
['Anahí'],Mi Delirio,2,"66f88bc8fb9f17a601cb76e7, 66f88bc9fb9f17a601cb7a1d"
['Shirley Bassey'],"Good, Bad But Beautiful",2,"66f88bc1fb9f17a601cb0d4a, 66f88bcdfb9f17a601cbb702"
['Rage Against The Machine'],No Shelter,2,"66f88bbffb9f17a601caf7b2, 66f88bcdfb9f17a601cbbb2b"
['Chris Montez'],The More I See You,2,"66f88bc6fb9f17a601cb562f, 66f88bcbfb9f17a601cb989f"
['Ricky Skaggs'],Country Boy,2,"66f88bc4fb9f17a601cb3c0b, 66f88bc7fb9f17a601cb6802"
['DVAR'],Taai Liira,2,"66f88bc3fb9f17a601cb2f78, 66f88bd5fb9f17a601cc2e09"
['Various'],Hits Of The 90's,2,"66f88bc1fb9f17a601cb0b9b, 66f88bccfb9f17a601cba8cf"
['Zbigniew Seifert'],Kilimanjaro,2,"66f88bc0fb9f17a601cb09e9, 66f88bc1fb9f17a601cb123c"
['The Golden Gate Quartet'],The Best Of The Golden Gate Quartet,2,"66f88bcdfb9f17a601cbb681, 66f88bd0fb9f17a601cbeb44"
['Sara Hickman'],Equal Scary People,2,"66f88bccfb9f17a601cbaf9a, 66f88bccfb9f17a601cbaf9b"
['Joe Satriani'],Live In San Francisco,2,"66f88bc0fb9f17a601caff9b, 66f88bcafb9f17a601cb8a19"
['Yello'],Yello By Yello. The Anthology,2,"66f88bc6fb9f17a601cb546d, 66f88bd0fb9f17a601cbee82"
['Eric Stewart'],Girls,2,"66f88bc7fb9f17a601cb5ed5, 66f88bc8fb9f17a601cb7028"
"['Erina Mano', 'Erina Mano']",はじめての経験,2,"66f88bc3fb9f17a601cb289f, 66f88bc8fb9f17a601cb775c"
['The Subs'],Decontrol,2,"66f88bc6fb9f17a601cb519c, 66f88bd2fb9f17a601cc0b39"
['Serge Reggiani'],Serge Reggiani,2,"66f88bbefb9f17a601cae6cc, 66f88bd4fb9f17a601cc2503"
['Michel Sardou'],Sardou,2,"66f88bbffb9f17a601caf992, 66f88bc0fb9f17a601cb0617"
['Idle Eyes'],Love's Imperfection,2,"66f88bc3fb9f17a601cb2c4f, 66f88bc7fb9f17a601cb6896"
['Enchanted'],Enchanted,2,"66f88bcdfb9f17a601cbb8cb, 66f88bcdfb9f17a601cbb8cc"
['The 808 Hillbillys'],Untitled EP,2,"66f88bbefb9f17a601caeb48, 66f88bbefb9f17a601caeb5f"
['The Angels (3)'],My Boyfriend's Back,2,"66f88bbffb9f17a601caf8e8, 66f88bc3fb9f17a601cb264f"
['Mikki Bleu'],I Promise,2,"66f88bc1fb9f17a601cb0fbd, 66f88bc1fb9f17a601cb0fc0"
['Sting'],Ten Summoner's Tales,2,"66f88bcbfb9f17a601cb93d6, 66f88bcbfb9f17a601cba209"
['Nina Simone'],Don't Let Me Be Misunderstood,2,"66f88bc3fb9f17a601cb26d9, 66f88bcefb9f17a601cbcfbb"
['Solea'],Solea,2,"66f88bc3fb9f17a601cb2754, 66f88bd4fb9f17a601cc2248"
['Nitzer Ebb'],Let Your Body Learn,2,"66f88bbffb9f17a601caf842, 66f88bbffb9f17a601caf849"
['Seal'],Seal,2,"66f88bcdfb9f17a601cbb9a2, 66f88bd3fb9f17a601cc1086"
['Rhythm Corps'],Common Ground,2,"66f88bcdfb9f17a601cbc13f, 66f88bcefb9f17a601cbc416"
['Russ Conway'],Lesson One,2,"66f88bd0fb9f17a601cbebda, 66f88bd2fb9f17a601cc0cb2"
['Percy Sledge'],When A Man Loves A Woman,2,"66f88bc5fb9f17a601cb4d1b, 66f88bcefb9f17a601cbca84"
['Людмила Зыкина'],Людмила Зыкина,2,"66f88bd3fb9f17a601cc15e8, 66f88bd3fb9f17a601cc15ef"
['The Individuals (4)'],Together (We Can Make Something Happen),2,"66f88bc4fb9f17a601cb3905, 66f88bc9fb9f17a601cb785c"
['Vic Dana'],Red Roses For A Blue Lady,2,"66f88bbefb9f17a601cadc4b, 66f88bc6fb9f17a601cb58e4"
['Dels'],Gob,2,"66f88bc7fb9f17a601cb682b, 66f88bc9fb9f17a601cb8042"
['Tommy Roe'],Sweet Pea,2,"66f88bc0fb9f17a601cb028c, 66f88bc5fb9f17a601cb4ab2"
['El Pasador'],Amazonas,2,"66f88bcffb9f17a601cbdf36, 66f88bd4fb9f17a601cc288b"
['Various'],Alf's Super Hitparade,2,"66f88bc1fb9f17a601cb15ee, 66f88bd4fb9f17a601cc22f0"
['The Carpettes'],The Carpettes,2,"66f88bc4fb9f17a601cb3d98, 66f88bccfb9f17a601cba494"
['Milva'],"Hurra, Wir Leben Noch",2,"66f88bcafb9f17a601cb8e39, 66f88bcafb9f17a601cb8e31"
['Skaldowie'],Скальды,2,"66f88bbefb9f17a601cae89e, 66f88bc4fb9f17a601cb3836"
['The Last Resort'],Violence In Our Minds,2,"66f88bc0fb9f17a601cafff7, 66f88bd2fb9f17a601cc0bc2"
['The Flys (2)'],Waikiki Beach Refugees,2,"66f88bc6fb9f17a601cb54f6, 66f88bc9fb9f17a601cb8582"
['Эдита Пьеха'],Венок Дуная,2,"66f88bc4fb9f17a601cb3b2d, 66f88bcbfb9f17a601cb9771"
['Bob Marley'],Bob Marley,2,"66f88bbdfb9f17a601cacc35, 66f88bc5fb9f17a601cb4ee8"
['Colored Section'],Bomb M.C.,2,"66f88bc5fb9f17a601cb4707, 66f88bcefb9f17a601cbd262"
['Eddie Cochran'],The Very Best Of Eddie Cochran,2,"66f88bcdfb9f17a601cbb354, 66f88bd6fb9f17a601cc3d71"
['Various'],Superstars,2,"66f88bbefb9f17a601cae4f5, 66f88bd0fb9f17a601cbe5b2"
['Hagood Hardy'],The Homecoming,2,"66f88bc7fb9f17a601cb6790, 66f88bc7fb9f17a601cb6792"
['B.B. King'],King Of The Blues,2,"66f88bc1fb9f17a601cb18e5, 66f88bd3fb9f17a601cc1b7c"
['Serge Gainsbourg'],L'étonnant Serge Gainsbourg,2,"66f88bc1fb9f17a601cb0ef2, 66f88bc1fb9f17a601cb0ef3"
['XharoldshitmanX'],XharoldshitmanX,2,"66f88bcefb9f17a601cbd19e, 66f88bcefb9f17a601cbd2b5"
['Nate James'],Kingdom Falls,2,"66f88bd0fb9f17a601cbeff9, 66f88bd6fb9f17a601cc41c9"
['Beano'],Candy Baby,2,"66f88bc2fb9f17a601cb1b8f, 66f88bd6fb9f17a601cc429d"
['Clorox Girls'],This Dimension,2,"66f88bcafb9f17a601cb8f4b, 66f88bd4fb9f17a601cc2adc"
['Gwendal'],Gwendal,2,"66f88bc2fb9f17a601cb1cb8, 66f88bd6fb9f17a601cc3d5a"
['Louis Armstrong'],What A Wonderful World,2,"66f88bd5fb9f17a601cc3a7e, 66f88bd5fb9f17a601cc3a7f"
['One Voice (10)'],Break Free,2,"66f88bc1fb9f17a601cb168b, 66f88bc2fb9f17a601cb2001"
['Jimmy Smith'],The Best Of Jimmy Smith,2,"66f88bc4fb9f17a601cb3a1b, 66f88bc6fb9f17a601cb53d4"
['Ernie Watts'],Chariots Of Fire,2,"66f88bd1fb9f17a601cbf2bd, 66f88bd2fb9f17a601cc09b4"
['Rodriguez Jr.'],Bittersweet,2,"66f88bcefb9f17a601cbd099, 66f88bd4fb9f17a601cc21d3"
['Ian Thomas (2)'],Long Long Way,2,"66f88bd3fb9f17a601cc1715, 66f88bd3fb9f17a601cc1ca1"
['Sha-Boom'],Let's Party,2,"66f88bc2fb9f17a601cb235e, 66f88bc2fb9f17a601cb235d"
['Louis Armstrong'],Louis Armstrong,2,"66f88bc8fb9f17a601cb6c5d, 66f88bcafb9f17a601cb8fab"
['Various'],West Side Story,2,"66f88bc4fb9f17a601cb3792, 66f88bd2fb9f17a601cc0a95"
['Max Edwards'],Rockers Arena,2,"66f88bd0fb9f17a601cbec0c, 66f88bd0fb9f17a601cbec0d"
['Sonia & Selena'],Yo Quiero Bailar,2,"66f88bcffb9f17a601cbddf2, 66f88bd2fb9f17a601cc0dcd"
['Various'],Songs For Japan,2,"66f88bbefb9f17a601caeeab, 66f88bc6fb9f17a601cb5324"
['The Pains Of Being Pure At Heart'],Belong,2,"66f88bc2fb9f17a601cb1e4f, 66f88bc3fb9f17a601cb2c3f"
['Los Jaivas'],Los Jaivas,2,"66f88bcafb9f17a601cb87dd, 66f88bcffb9f17a601cbe014"
['Pleasure (4)'],Glide,2,"66f88bc0fb9f17a601cb01d8, 66f88bc7fb9f17a601cb640f"
['Cher'],I Paralyze,2,"66f88bbffb9f17a601caf93e, 66f88bc8fb9f17a601cb6db4"
['Fleet Foxes'],Helplessness Blues,2,"66f88bc5fb9f17a601cb43af, 66f88bcdfb9f17a601cbbada"
['Ben E. King'],Save The Last Dance For Me,2,"66f88bc3fb9f17a601cb2f02, 66f88bc5fb9f17a601cb434d"
['Dean Martin'],Gentle On My Mind,2,"66f88bc0fb9f17a601cb0785, 66f88bc7fb9f17a601cb63e5"
['Cerrone'],Love In 'C' Minor / Cerrone's Paradise,2,"66f88bcbfb9f17a601cb9aa0, 66f88bd3fb9f17a601cc1f0b"
['16 Tambourines'],How Green Is Your Valley ?,2,"66f88bd0fb9f17a601cbec1f, 66f88bd0fb9f17a601cbebd3"
['Various'],CL Interpretations,2,"66f88bcefb9f17a601cbc519, 66f88bd3fb9f17a601cc1e82"
['Genocide Organ'],Under - Kontrakt,2,"66f88bc5fb9f17a601cb41e7, 66f88bc7fb9f17a601cb5ede"
['Dusty Springfield'],The Look Of Love,2,"66f88bc1fb9f17a601cb148e, 66f88bcbfb9f17a601cb9db1"
['Cannibal & The Headhunters'],Land Of 1000 Dances,2,"66f88bc0fb9f17a601cb03f5, 66f88bc3fb9f17a601cb29d4"
['Anihilated'],Path To Destruction,2,"66f88bcdfb9f17a601cbb951, 66f88bcdfb9f17a601cbb952"
['Circulo Vicioso'],Portero De Noche,2,"66f88bc4fb9f17a601cb36eb, 66f88bc4fb9f17a601cb36ee"
['Ken Boothe'],Freedom Street,2,"66f88bc4fb9f17a601cb392d, 66f88bd2fb9f17a601cbff1c"
['Brass Fever'],Time Is Running Out,2,"66f88bc3fb9f17a601cb2eb7, 66f88bc6fb9f17a601cb56a0"
['Dirty Vegas'],Electric Love,2,"66f88bc6fb9f17a601cb54c0, 66f88bcdfb9f17a601cbbe96"
['Bloody Mary (3)'],Black Pearl,2,"66f88bc1fb9f17a601cb176a, 66f88bd1fb9f17a601cbf83e"
['Random Hold'],Etceteraville,2,"66f88bc1fb9f17a601cb13be, 66f88bc6fb9f17a601cb50aa"
['Manal'],Manal,2,"66f88bc4fb9f17a601cb3a05, 66f88bd0fb9f17a601cbe888"
"[""Jo Ment's Happy Sound""]",Tops For Dancing,2,"66f88bbcfb9f17a601cac283, 66f88bc0fb9f17a601cb0836"
['Various'],Untitled,11,"66f88bd9fb9f17a601cc70bc, 66f88bdcfb9f17a601cc9855, 66f88bdefb9f17a601ccb484, 66f88bdefb9f17a601ccb7a3, 66f88be1fb9f17a601cce50c, 66f88be7fb9f17a601cd4408, 66f88be8fb9f17a601cd555f, 66f88becfb9f17a601cd9d35, 66f88beffb9f17a601cdbe58, 66f88beffb9f17a601cdc08d, 66f88beffb9f17a601cdc440"
['Various'],Classic Disco Dance,9,"66f88bdcfb9f17a601cc984e, 66f88bdcfb9f17a601cc984c, 66f88bdcfb9f17a601cc984f, 66f88bdcfb9f17a601cc9857, 66f88bdcfb9f17a601cc9840, 66f88bdcfb9f17a601cc9841, 66f88bdcfb9f17a601cc9842, 66f88bdcfb9f17a601cc9856, 66f88bdefb9f17a601ccb409"
['Unknown Artist'],Untitled,6,"66f88be0fb9f17a601ccd867, 66f88be4fb9f17a601cd13d9, 66f88be4fb9f17a601cd13da, 66f88be4fb9f17a601cd13db, 66f88be6fb9f17a601cd3833, 66f88beafb9f17a601cd6de4"
['Various'],Ultimate Breaks & Beats,5,"66f88bd9fb9f17a601cc739c, 66f88be2fb9f17a601ccf605, 66f88be2fb9f17a601ccf601, 66f88be2fb9f17a601ccf602, 66f88be4fb9f17a601cd09f0"
['Various'],Die Super-Hitparade Der Volksmusik,4,"66f88bdafb9f17a601cc76d6, 66f88be3fb9f17a601cd04ba, 66f88be3fb9f17a601cd05bd, 66f88be3fb9f17a601cd05c1"
['Roberto Carlos'],Roberto Carlos,4,"66f88bd9fb9f17a601cc670a, 66f88be9fb9f17a601cd5e7e, 66f88beafb9f17a601cd6fd7, 66f88beafb9f17a601cd6fd6"
['Jimi Hendrix'],Jimi Hendrix,4,"66f88bdafb9f17a601cc79d5, 66f88bdefb9f17a601ccb154, 66f88be5fb9f17a601cd21ee, 66f88be5fb9f17a601cd289a"
['Anita & Televinken'],Televinken I Barnens Trafikklubb,4,"66f88be2fb9f17a601ccf3a1, 66f88be5fb9f17a601cd2487, 66f88be5fb9f17a601cd2488, 66f88be5fb9f17a601cd2486"
['Sylvie Vartan'],Sylvie Vartan,4,"66f88be4fb9f17a601cd1111, 66f88beafb9f17a601cd793b, 66f88becfb9f17a601cd9636, 66f88beefb9f17a601cdb148"
['Chuck Berry'],The Best Of Chuck Berry,3,"66f88be2fb9f17a601ccf4f6, 66f88bedfb9f17a601cda7e3, 66f88bedfb9f17a601cda933"
['Milva'],Flamenco Rock,3,"66f88bd6fb9f17a601cc449a, 66f88bd8fb9f17a601cc5757, 66f88bd8fb9f17a601cc61bd"
['Charlie Parker'],Charlie Parker,3,"66f88bd8fb9f17a601cc60f7, 66f88bdafb9f17a601cc7ad8, 66f88bddfb9f17a601ccaef3"
['The Beatles'],The Beatles,3,"66f88bdefb9f17a601ccbb7e, 66f88be5fb9f17a601cd1a80, 66f88be7fb9f17a601cd46fe"
['Various'],Время Выбрало Нас,3,"66f88bdbfb9f17a601cc8f30, 66f88be8fb9f17a601cd5014, 66f88be9fb9f17a601cd6a2e"
['(The Death Of) Six. By Seven'],The Death Of Six.By Seven,3,"66f88bd7fb9f17a601cc4bf8, 66f88be5fb9f17a601cd19f0, 66f88be6fb9f17a601cd385b"
['Claude Nougaro'],Claude Nougaro,3,"66f88bdcfb9f17a601cc96c5, 66f88bddfb9f17a601cca8f0, 66f88be4fb9f17a601cd0f39"
['Various'],Dino's Deutsche Hitparade,3,"66f88bdafb9f17a601cc7e94, 66f88bddfb9f17a601ccaf43, 66f88becfb9f17a601cd9752"
['Big Bill Broonzy'],Big Bill Broonzy,3,"66f88bd8fb9f17a601cc5a74, 66f88bedfb9f17a601cdabb7, 66f88beefb9f17a601cdb80e"
['The Byrds'],The Byrds,3,"66f88bddfb9f17a601cca75e, 66f88be7fb9f17a601cd39f6, 66f88be8fb9f17a601cd5828"
['Various'],Dino's Muntermacher,3,"66f88bdafb9f17a601cc7901, 66f88bdafb9f17a601cc7900, 66f88bddfb9f17a601ccaf3d"
['Canned Heat'],On The Road Again,3,"66f88be4fb9f17a601cd14ff, 66f88be7fb9f17a601cd445e, 66f88beafb9f17a601cd6c6f"
['Long John Baldry'],Let The Heartaches Begin,3,"66f88be2fb9f17a601ccf351, 66f88be2fb9f17a601ccf347, 66f88be7fb9f17a601cd3aee"
['Παύλος Σιδηρόπουλος'],Παύλος Σιδηρόπουλος,3,"66f88bd7fb9f17a601cc4ab8, 66f88bd7fb9f17a601cc545f, 66f88be4fb9f17a601cd0c4c"
['Edith Piaf'],Edith Piaf,3,"66f88bd9fb9f17a601cc6d4e, 66f88bdafb9f17a601cc7829, 66f88be3fb9f17a601ccfb45"
['Jeff Mills'],Untitled,3,"66f88bd7fb9f17a601cc5504, 66f88bd7fb9f17a601cc5503, 66f88bd7fb9f17a601cc5505"
['Tim Maia'],Tim Maia,3,"66f88bdffb9f17a601ccc5bc, 66f88bdffb9f17a601ccc5bd, 66f88be8fb9f17a601cd4e36"
['In Spe'],In Spe,2,"66f88be2fb9f17a601ccf454, 66f88be7fb9f17a601cd49c9"
['Various'],Jamaica Ska,2,"66f88bdbfb9f17a601cc890e, 66f88be7fb9f17a601cd427b"
['Johnny Cash'],Rock Island Line,2,"66f88bdcfb9f17a601cc97ed, 66f88be4fb9f17a601cd1464"
['Various'],Nu Disco,2,"66f88bd8fb9f17a601cc611c, 66f88bd9fb9f17a601cc73cb"
['Bunny Brissett'],Better Safe Than Sorry,2,"66f88be8fb9f17a601cd5239, 66f88be8fb9f17a601cd5238"
['Never Healed'],Never Healed,2,"66f88bdbfb9f17a601cc842c, 66f88bdbfb9f17a601cc88fa"
['Michèle Torr'],Emmène-moi Danser Ce Soir,2,"66f88bdbfb9f17a601cc8c79, 66f88be9fb9f17a601cd6524"
['Booker T. Jones'],Evergreen,2,"66f88bd9fb9f17a601cc7044, 66f88beafb9f17a601cd6bab"
['Various'],Obscure Mélancolie,2,"66f88beafb9f17a601cd71d6, 66f88beafb9f17a601cd71d7"
['Jane Birkin'],Jane Birkin,2,"66f88be9fb9f17a601cd6827, 66f88bedfb9f17a601cda84a"
['Youth Brigade'],Sound & Fury,2,"66f88be3fb9f17a601ccfd58, 66f88be3fb9f17a601ccfea2"
['Photek'],DJ-Kicks,2,"66f88bddfb9f17a601cca568, 66f88bdefb9f17a601ccb10a"
['Nikita Germaine'],Sweet As It Comes,2,"66f88bd9fb9f17a601cc69e0, 66f88bdafb9f17a601cc78aa"
['Elvis Presley'],Viva Las Vegas,2,"66f88be3fb9f17a601cd0923, 66f88be6fb9f17a601cd2d54"
['The Crickets (2)'],T-Shirt,2,"66f88bd6fb9f17a601cc4672, 66f88be5fb9f17a601cd251f"
['Mahalia Jackson'],Mahalia Jackson,2,"66f88bddfb9f17a601cca579, 66f88bdefb9f17a601ccb441"
['Onaje Allan Gumbs'],That Special Part Of Me,2,"66f88beffb9f17a601cdbe8e, 66f88beffb9f17a601cdbe8f"
['Lale Andersen'],Lili Marleen,2,"66f88bdbfb9f17a601cc8f0d, 66f88bebfb9f17a601cd8d60"
['The Drifters'],Under The Boardwalk,2,"66f88bd6fb9f17a601cc46cf, 66f88be7fb9f17a601cd4956"
['Sweatmaster'],Animal,2,"66f88bebfb9f17a601cd86a8, 66f88bebfb9f17a601cd86a6"
['Yeasayer'],Fragrant World,2,"66f88be6fb9f17a601cd3380, 66f88be8fb9f17a601cd54dd"
['Ioana Radu'],Recital De Romanțe,2,"66f88becfb9f17a601cd9e11, 66f88bedfb9f17a601cdac20"
['Lofofora'],Lofofora,2,"66f88bdcfb9f17a601cc9cc0, 66f88becfb9f17a601cd9c3a"
['Various'],Dance Classics Volume 2,2,"66f88be3fb9f17a601cd0139, 66f88bebfb9f17a601cd8c98"
['Various'],Rockin' Seventies,2,"66f88bd7fb9f17a601cc4f46, 66f88beafb9f17a601cd6d34"
['K3'],Alle Kleuren,2,"66f88bd6fb9f17a601cc4910, 66f88be6fb9f17a601cd341f"
['Zezé Di Camargo & Luciano'],Zezé Di Camargo & Luciano,2,"66f88bd8fb9f17a601cc5932, 66f88beffb9f17a601cdc4d6"
['Frankie Laine'],That's My Desire,2,"66f88bdafb9f17a601cc79ae, 66f88beafb9f17a601cd70c9"
['Zappa Plays Zappa'],Zappa Plays Zappa,2,"66f88bdbfb9f17a601cc8841, 66f88be0fb9f17a601ccd485"
['Paulinho Da Viola'],Paulinho Da Viola,2,"66f88beffb9f17a601cdbf1e, 66f88beffb9f17a601cdbf1f"
['Hans Christian Andersen'],Die Schneekönigin,2,"66f88bd6fb9f17a601cc4661, 66f88bdefb9f17a601ccb832"
['The Beatles'],A Hard Day's Night,2,"66f88be2fb9f17a601ccf394, 66f88be4fb9f17a601cd1807"
['Raiders (2)'],Country Wine,2,"66f88be0fb9f17a601cccfa5, 66f88be9fb9f17a601cd63eb"
['Manfred Mann'],Pretty Flamingo,2,"66f88be9fb9f17a601cd6a36, 66f88bedfb9f17a601cdac07"
['Mickey Gilley'],Room Full Of Roses,2,"66f88bdefb9f17a601ccbb62, 66f88beafb9f17a601cd6e62"
['Feeder'],Generation Freakshow,2,"66f88bdefb9f17a601ccba79, 66f88beffb9f17a601cdbdb6"
['Killing Time'],Happy Hour,2,"66f88bdafb9f17a601cc79c4, 66f88beafb9f17a601cd6f6a"
['Nina Badrić'],Nebo,2,"66f88bd7fb9f17a601cc4dc3, 66f88bdcfb9f17a601cc9f80"
['Marvin Gaye'],I Heard It Through The Grapevine,2,"66f88be5fb9f17a601cd23e3, 66f88beefb9f17a601cdafae"
['Steve Stoll'],Untitled,2,"66f88bdffb9f17a601ccbfcb, 66f88be8fb9f17a601cd50fb"
['Walls'],Walls,2,"66f88be4fb9f17a601cd162e, 66f88be4fb9f17a601cd1630"
['The Shadows'],Dance With The Shadows,2,"66f88be5fb9f17a601cd22d7, 66f88becfb9f17a601cd9224"
['The Seekers'],The Seekers,2,"66f88bd8fb9f17a601cc56d8, 66f88be6fb9f17a601cd307e"
['Bullet (10)'],Full Pull,2,"66f88be4fb9f17a601cd0e6c, 66f88beafb9f17a601cd7894"
['Nat King Cole'],Nat King Cole,2,"66f88be3fb9f17a601ccfe33, 66f88beafb9f17a601cd782e"
['Charol'],Charol -2,2,"66f88becfb9f17a601cd969e, 66f88becfb9f17a601cd96a0"
['Σωτηρία Μπέλλου'],Σωτηρία Μπέλλου,2,"66f88bdefb9f17a601ccb58b, 66f88bdefb9f17a601ccb58c"
['Various'],Legends,2,"66f88bdafb9f17a601cc7702, 66f88be4fb9f17a601cd1061"
['The Rattles'],Painted Warrior,2,"66f88bddfb9f17a601cca455, 66f88be2fb9f17a601cceca6"
['Honk (2)'],Honk,2,"66f88bdafb9f17a601cc75c3, 66f88be8fb9f17a601cd4c2b"
['Van She'],Idea Of Happiness,2,"66f88be1fb9f17a601ccdce0, 66f88bebfb9f17a601cd7cb2"
['Shabba Ranks'],Best Baby Father,2,"66f88be5fb9f17a601cd26b2, 66f88beefb9f17a601cdbc50"
['Wolfgang Petry'],Manche Mögen's Heiss,2,"66f88bdcfb9f17a601cc9a51, 66f88becfb9f17a601cd99c4"
['Milt Jackson'],Ballads & Blues,2,"66f88be2fb9f17a601ccf134, 66f88beafb9f17a601cd70b7"
['Void Settler'],None Follows The Sunrise,2,"66f88beafb9f17a601cd7297, 66f88beafb9f17a601cd7425"
['Myriam Hernandez'],Myriam Hernandez,2,"66f88bdefb9f17a601ccb00c, 66f88beafb9f17a601cd6cea"
['Zombies'],La Muralla China,2,"66f88be6fb9f17a601cd2b37, 66f88be7fb9f17a601cd3d29"
['Medina (6)'],Forever,2,"66f88be0fb9f17a601ccd02d, 66f88be1fb9f17a601cce2bb"
['Johnny Cash'],The Best Of Johnny Cash,2,"66f88bdffb9f17a601ccc233, 66f88be5fb9f17a601cd1f67"
['Tina Novak'],Been Around The World,2,"66f88be5fb9f17a601cd1b7a, 66f88be5fb9f17a601cd1b73"
['Winifred Atwell'],Make It A Party,2,"66f88bebfb9f17a601cd7c22, 66f88bebfb9f17a601cd7c24"
['The Swinging Blue Jeans'],Hippy Hippy Shake,2,"66f88be1fb9f17a601cce358, 66f88be9fb9f17a601cd6456"
['Lietuvos Radijo Ir Televizijos Kaimo Kapela'],LTSR Valst. Radijo Ir Televizijos K-to Kaimo Kapela,2,"66f88bdcfb9f17a601cc9d85, 66f88bdcfb9f17a601cc9fb3"
['The Shadows'],The Best Of The Shadows,2,"66f88bdafb9f17a601cc7fb5, 66f88be3fb9f17a601ccfdf7"
