artist_names,title,count,document_ids
['Emma Bunton'],Free Me,2,"66f88a46fb9f17a601b37ae9, 66f88a46fb9f17a601b37aea"
['Various'],New Africa,2,"66f88a3dfb9f17a601b2db3a, 66f88a3dfb9f17a601b2db3d"
['George Benson'],Give Me The Night,2,"66f88a3bfb9f17a601b2c56b, 66f88a3bfb9f17a601b2c54f"
['Village People'],Macho Man,2,"66f88a43fb9f17a601b34a34, 66f88a43fb9f17a601b34a32"
['Brandy (2)'],Afrodisiac,2,"66f88a3cfb9f17a601b2d86e, 66f88a3cfb9f17a601b2d86f"
['Lacrimosa'],Lichtjahre,2,"66f88a37fb9f17a601b28543, 66f88a3dfb9f17a601b2e7ed"
['Kurtis Blow'],America,2,"66f88a42fb9f17a601b34036, 66f88a42fb9f17a601b34037"
['Sister Sledge'],We Are Family,2,"66f88a48fb9f17a601b39774, 66f88a4afb9f17a601b3c3d2"
['dEUS'],Little Arithmetics,2,"66f88a46fb9f17a601b3819a, 66f88a46fb9f17a601b3819d"
['Underworld'],Cowgirl,2,"66f88a3afb9f17a601b2b059, 66f88a3afb9f17a601b2b1b3"
['My Mine'],Can Delight,2,"66f88a47fb9f17a601b383c7, 66f88a47fb9f17a601b383c5"
['Magical Ring'],Light Flight / More And More,2,"66f88a40fb9f17a601b31d41, 66f88a46fb9f17a601b37613"
['After The Fire'],Der Kommissar,2,"66f88a46fb9f17a601b37d43, 66f88a46fb9f17a601b37d33"
['David Charvet'],Leap Of Faith,2,"66f88a46fb9f17a601b37c60, 66f88a46fb9f17a601b37c62"
['Modern Talking'],"You're My Heart, You're My Soul",2,"66f88a35fb9f17a601b25b92, 66f88a35fb9f17a601b25ba4"
['Gina T.'],You Really Got Me,2,"66f88a4bfb9f17a601b3c5c7, 66f88a4bfb9f17a601b3c5c3"
['Sam Brown'],Stop!,2,"66f88a46fb9f17a601b37e99, 66f88a46fb9f17a601b37e9b"
['Future Loop Foundation'],Conditions For Living,2,"66f88a35fb9f17a601b260df, 66f88a35fb9f17a601b260e9"
['Concrete Blonde'],Walking In London,2,"66f88a3bfb9f17a601b2bf99, 66f88a3bfb9f17a601b2bf9c"
['Anastacia'],Not That Kind,2,"66f88a43fb9f17a601b34cb5, 66f88a43fb9f17a601b34cb4"
['Sex Pistols'],The Great Rock 'N' Roll Swindle,2,"66f88a36fb9f17a601b273ec, 66f88a36fb9f17a601b27486"
['Arpeggiators'],Freedom Of Expression,2,"66f88a35fb9f17a601b25f1e, 66f88a3cfb9f17a601b2d70a"
['Womack & Womack'],Love Wars,2,"66f88a49fb9f17a601b3b332, 66f88a49fb9f17a601b3b333"
['Roxette'],Crash! Boom! Bang!,2,"66f88a3dfb9f17a601b2dec3, 66f88a3dfb9f17a601b2dec7"
['King Tee'],At Your Own Risk,2,"66f88a3dfb9f17a601b2e5b4, 66f88a3dfb9f17a601b2e5bc"
['Nick Straker Band'],A Walk In The Park,2,"66f88a3ffb9f17a601b30627, 66f88a3ffb9f17a601b3062f"
['John Lennon'],Mind Games,2,"66f88a40fb9f17a601b31170, 66f88a40fb9f17a601b31177"
['U.S.U.R.A.'],Open Your Mind,2,"66f88a38fb9f17a601b297a1, 66f88a38fb9f17a601b297b3"
['Motörhead'],Overkill,2,"66f88a38fb9f17a601b2902d, 66f88a38fb9f17a601b29064"
['Dan Hartman'],Instant Replay,2,"66f88a46fb9f17a601b37abc, 66f88a4afb9f17a601b3b852"
['Papa Dee'],Lettin' Off Steam,2,"66f88a47fb9f17a601b38895, 66f88a47fb9f17a601b38896"
['Mobb Deep'],Murda Muzik,2,"66f88a39fb9f17a601b2ae5b, 66f88a39fb9f17a601b2ae3d"
['Foxy'],Party Boys,2,"66f88a45fb9f17a601b35ffd, 66f88a45fb9f17a601b36006"
['Adeva'],I Thank You,2,"66f88a45fb9f17a601b36f11, 66f88a45fb9f17a601b37080"
['EAV (Erste Allgemeine Verunsicherung)'],Kann Denn Schwachsinn Sünde Sein...?,2,"66f88a40fb9f17a601b31c32, 66f88a40fb9f17a601b31c33"
['Stina Nordenstam'],People Are Strange,2,"66f88a3dfb9f17a601b2ebda, 66f88a3dfb9f17a601b2ec1e"
['Laban'],Caught By Surprise,2,"66f88a45fb9f17a601b36865, 66f88a45fb9f17a601b36866"
['Art Zoyd'],Symphonie Pour Le Jour Où Brûleront Les Cités,2,"66f88a38fb9f17a601b2949f, 66f88a38fb9f17a601b294d8"
['Smokey Robinson'],Being With You,2,"66f88a40fb9f17a601b31a60, 66f88a48fb9f17a601b39637"
['D-Train'],You're The One For Me,2,"66f88a37fb9f17a601b28aa4, 66f88a37fb9f17a601b28a9b"
"['D.H.T.', 'Edmée Daenen']",Listen To Your Heart,2,"66f88a4bfb9f17a601b3cc20, 66f88a4bfb9f17a601b3cc1d"
['Diana Ross'],Eaten Alive,2,"66f88a38fb9f17a601b29ddc, 66f88a46fb9f17a601b374a3"
['Tina Turner'],Break Every Rule,2,"66f88a42fb9f17a601b33fe9, 66f88a4afb9f17a601b3b6c9"
['Hot Chocolate'],Man To Man,2,"66f88a40fb9f17a601b31c6e, 66f88a40fb9f17a601b31c14"
['Silvio Pozzoli'],Around My Dream,2,"66f88a42fb9f17a601b332c2, 66f88a42fb9f17a601b332c7"
['Nikki D'],Daddy's Little Girl,2,"66f88a48fb9f17a601b39b2d, 66f88a48fb9f17a601b39b2c"
['Marky Mark & The Funky Bunch'],You Gotta Believe,2,"66f88a4afb9f17a601b3bfb4, 66f88a4afb9f17a601b3bfb1"
['Freeez'],Southern Freeez,2,"66f88a3cfb9f17a601b2d126, 66f88a3cfb9f17a601b2d10d"
['The Beatles'],Let It Be,2,"66f88a35fb9f17a601b25acb, 66f88a3bfb9f17a601b2cc4a"
['Lonnie Gordon'],Bad Mood,2,"66f88a46fb9f17a601b38239, 66f88a46fb9f17a601b38238"
"[""'Til Tuesday""]",Voices Carry,2,"66f88a47fb9f17a601b390a9, 66f88a47fb9f17a601b390af"
['Ottawan'],D.I.S.C.O.,2,"66f88a35fb9f17a601b26360, 66f88a35fb9f17a601b26358"
['El Coco'],Dancing In Paradise,2,"66f88a45fb9f17a601b3630b, 66f88a45fb9f17a601b362ff"
['Slick Rick'],Behind Bars,2,"66f88a42fb9f17a601b3382d, 66f88a42fb9f17a601b33811"
['Creedence Clearwater Revival'],Green River,2,"66f88a3cfb9f17a601b2cf18, 66f88a3cfb9f17a601b2cf19"
['Sugababes'],Angels With Dirty Faces,2,"66f88a3bfb9f17a601b2c03f, 66f88a3bfb9f17a601b2c044"
['Delta Goodrem'],Innocent Eyes,2,"66f88a40fb9f17a601b317a8, 66f88a40fb9f17a601b317a9"
['Sister Sledge'],All American Girls,2,"66f88a48fb9f17a601b39781, 66f88a4afb9f17a601b3c3e8"
['Dannii Minogue'],Love And Kisses,2,"66f88a41fb9f17a601b32ddf, 66f88a41fb9f17a601b32dc5"
['Kym Sims'],Too Blind To See It,2,"66f88a45fb9f17a601b36048, 66f88a45fb9f17a601b36051"
['Bruce Springsteen'],Tunnel Of Love,2,"66f88a35fb9f17a601b26626, 66f88a35fb9f17a601b267e0"
['The Rose Of Avalanche'],Always There,2,"66f88a4afb9f17a601b3b962, 66f88a4afb9f17a601b3b95f"
['Ohio Players'],Everybody Up,2,"66f88a44fb9f17a601b357be, 66f88a44fb9f17a601b357bf"
['System Of A Down'],Hypnotize,2,"66f88a37fb9f17a601b28600, 66f88a37fb9f17a601b28608"
['Real McCoy'],Another Night,2,"66f88a38fb9f17a601b28cc0, 66f88a38fb9f17a601b28cf3"
['Imperio'],Return To Paradise,2,"66f88a3afb9f17a601b2b77e, 66f88a3afb9f17a601b2b78f"
"[""Des'ree""]",Mind Adventures,2,"66f88a47fb9f17a601b39187, 66f88a47fb9f17a601b39188"
['Pete Shelley'],Homosapien,2,"66f88a43fb9f17a601b34e1d, 66f88a43fb9f17a601b34e20"
['Rammstein'],Rosenrot,2,"66f88a45fb9f17a601b365b9, 66f88a45fb9f17a601b365bb"
['Tag Team'],Whoomp! (There It Is),2,"66f88a45fb9f17a601b36af9, 66f88a45fb9f17a601b36aef"
['Bassomatic'],Science And Melody,2,"66f88a4bfb9f17a601b3c9df, 66f88a4bfb9f17a601b3c9e0"
['Bermuda Triangle (2)'],Mooger Fooger,2,"66f88a4afb9f17a601b3c26c, 66f88a4afb9f17a601b3c26d"
['Status Quo'],Whatever You Want,2,"66f88a44fb9f17a601b352b8, 66f88a44fb9f17a601b3559f"
['Blue (5)'],Guilty,2,"66f88a44fb9f17a601b35a01, 66f88a44fb9f17a601b359fd"
['Falco'],Junge Roemer,2,"66f88a41fb9f17a601b32405, 66f88a46fb9f17a601b37cd5"
['The Space Brothers'],Shine,2,"66f88a3afb9f17a601b2b546, 66f88a3afb9f17a601b2b527"
['Mylène Farmer'],Ainsi Soit Je...,2,"66f88a3afb9f17a601b2bbaa, 66f88a3afb9f17a601b2bb97"
['Pussycat (2)'],Mississippi,2,"66f88a37fb9f17a601b285bd, 66f88a49fb9f17a601b3b3c7"
['Randy Crawford'],Nightline,2,"66f88a40fb9f17a601b30f3c, 66f88a40fb9f17a601b30f53"
['Jeff Buckley'],Live At Sin-é,2,"66f88a41fb9f17a601b32fdb, 66f88a41fb9f17a601b32fe3"
['ZZ Top'],Rough Boy,2,"66f88a44fb9f17a601b358d6, 66f88a44fb9f17a601b358ea"
['Confessor'],Condemned,2,"66f88a3afb9f17a601b2b4c8, 66f88a3afb9f17a601b2b4ca"
['The Kinks'],You Really Got Me,2,"66f88a46fb9f17a601b37d87, 66f88a46fb9f17a601b38096"
['Mekon'],Relax With Mekon,2,"66f88a37fb9f17a601b2859c, 66f88a43fb9f17a601b345d2"
['The Outfield'],Voices Of Babylon,2,"66f88a45fb9f17a601b3712a, 66f88a45fb9f17a601b37129"
['U2'],The Unforgettable Fire,2,"66f88a3dfb9f17a601b2eb97, 66f88a4bfb9f17a601b3c617"
['The Beatles'],Magical Mystery Tour,2,"66f88a3bfb9f17a601b2cbf3, 66f88a3bfb9f17a601b2cc05"
['Edwards & Armani'],Acid Drill,2,"66f88a42fb9f17a601b33b18, 66f88a48fb9f17a601b3a070"
['The Beach Boys'],Still Cruisin',2,"66f88a41fb9f17a601b325cf, 66f88a41fb9f17a601b325d4"
['Britney Spears'],...Baby One More Time,2,"66f88a35fb9f17a601b26583, 66f88a35fb9f17a601b265cf"
['East 17'],Steam,2,"66f88a43fb9f17a601b34063, 66f88a43fb9f17a601b34061"
"[""Stereo MC's""]",Paradise,2,"66f88a48fb9f17a601b39736, 66f88a48fb9f17a601b39735"
['Fatboy Slim'],"You've Come A Long Way, Baby",2,"66f88a40fb9f17a601b31469, 66f88a40fb9f17a601b31473"
['Hot Chocolate'],Every 1's A Winner,2,"66f88a40fb9f17a601b31c73, 66f88a40fb9f17a601b31c43"
['The Shamen'],Boss Drum,2,"66f88a3cfb9f17a601b2d1cb, 66f88a3ffb9f17a601b30577"
['First Choice'],Breakaway,2,"66f88a3efb9f17a601b2f782, 66f88a3efb9f17a601b2f789"
['Hubert Kah'],Goldene Zeiten,2,"66f88a42fb9f17a601b33871, 66f88a42fb9f17a601b33872"
['Paris Red'],Promises,2,"66f88a44fb9f17a601b358bb, 66f88a44fb9f17a601b358ba"
['Martika'],Martika's Kitchen,2,"66f88a3cfb9f17a601b2d535, 66f88a46fb9f17a601b37fd6"
['The Four Horsemen'],Nobody Said It Was Easy,2,"66f88a3ffb9f17a601b30601, 66f88a3ffb9f17a601b30604"
"['FMT', 'Camilla Hüther']",So Into You,2,"66f88a4bfb9f17a601b3d0f1, 66f88a4bfb9f17a601b3d0f0"
['Gene'],Olympian,2,"66f88a3dfb9f17a601b2edaa, 66f88a3ffb9f17a601b3032a"
['David Essex'],Rock On,2,"66f88a43fb9f17a601b34a76, 66f88a43fb9f17a601b34a6d"
['Prizna'],"10,000 Babylon",2,"66f88a3ffb9f17a601b30d08, 66f88a43fb9f17a601b349a6"
['Patrick Wolf'],The Magic Position,2,"66f88a41fb9f17a601b3233e, 66f88a41fb9f17a601b3233c"
['Dire Straits'],Brothers In Arms,2,"66f88a34fb9f17a601b258cd, 66f88a34fb9f17a601b258d8"
['Dr. Didg'],Serotonality,2,"66f88a43fb9f17a601b3408a, 66f88a43fb9f17a601b3408b"
['Lost Sector'],Blue Shift EP,2,"66f88a36fb9f17a601b271ac, 66f88a36fb9f17a601b271ae"
['Manu Chao'],Clandestino,2,"66f88a44fb9f17a601b35a8c, 66f88a44fb9f17a601b35a8a"
['Gloria Estefan'],"Hold Me, Thrill Me, Kiss Me",2,"66f88a47fb9f17a601b389d5, 66f88a47fb9f17a601b389d8"
['Five Star'],Shine,2,"66f88a4afb9f17a601b3bf5e, 66f88a4afb9f17a601b3bf5f"
['Babylon Zoo'],The Boy With The X-Ray Eyes,2,"66f88a45fb9f17a601b3690f, 66f88a45fb9f17a601b36912"
['Shakatak'],Invitations,2,"66f88a3efb9f17a601b2f709, 66f88a3efb9f17a601b2f704"
['Dido'],Life For Rent,2,"66f88a45fb9f17a601b36ec8, 66f88a45fb9f17a601b36ec7"
['Stereo (2)'],Somewhere In The Night,2,"66f88a35fb9f17a601b26820, 66f88a35fb9f17a601b26824"
['Sheena Easton'],The Lover In Me,2,"66f88a4afb9f17a601b3b607, 66f88a4afb9f17a601b3b60b"
"[""Go-Go's""]",Vacation,2,"66f88a42fb9f17a601b331e5, 66f88a42fb9f17a601b331e6"
['Chaka Khan'],I Feel For You,2,"66f88a38fb9f17a601b29d9d, 66f88a48fb9f17a601b39ac2"
['Janet Jackson'],All For You,2,"66f88a41fb9f17a601b328d9, 66f88a41fb9f17a601b328df"
['Luke Slater'],Freek Funk,2,"66f88a3dfb9f17a601b2df09, 66f88a3efb9f17a601b2ef96"
['Steady B'],Let The Hustlers Play,2,"66f88a4bfb9f17a601b3c911, 66f88a4bfb9f17a601b3c9e9"
['Arpeggio (2)'],Love And Desire,2,"66f88a48fb9f17a601b3a181, 66f88a48fb9f17a601b3a180"
['Red Lorry Yellow Lorry'],Nothing Wrong,2,"66f88a38fb9f17a601b28f05, 66f88a38fb9f17a601b28f0a"
['Altered Images'],Happy Birthday,2,"66f88a42fb9f17a601b3318d, 66f88a42fb9f17a601b33186"
['Captain And Tennille'],Love Will Keep Us Together,2,"66f88a3afb9f17a601b2b99f, 66f88a3afb9f17a601b2b9a5"
['Funkadelic'],One Nation Under A Groove,2,"66f88a3bfb9f17a601b2ccce, 66f88a48fb9f17a601b39727"
['Roger Waters'],The Pros And Cons Of Hitch Hiking,2,"66f88a3afb9f17a601b2bb7d, 66f88a3afb9f17a601b2bba1"
['Inner Circle'],Bad Boys,2,"66f88a46fb9f17a601b37d03, 66f88a46fb9f17a601b37cf3"
['La Bionda'],Bandido,2,"66f88a3ffb9f17a601b301b8, 66f88a3ffb9f17a601b301be"
['Billy Idol'],Rebel Yell,2,"66f88a36fb9f17a601b26ff7, 66f88a48fb9f17a601b3a3ef"
['Eagles'],One Of These Nights,2,"66f88a3dfb9f17a601b2defc, 66f88a3dfb9f17a601b2e158"
['The Force Dimension'],The Force Dimension,2,"66f88a3bfb9f17a601b2cc37, 66f88a3bfb9f17a601b2cc38"
['Young Holt Unlimited'],Soulful Strut,2,"66f88a45fb9f17a601b3661b, 66f88a45fb9f17a601b3661d"
['Olivia Newton-John'],Totally Hot,2,"66f88a3dfb9f17a601b2db1d, 66f88a47fb9f17a601b38333"
['Frankie Goes To Hollywood'],Welcome To The Pleasuredome,2,"66f88a3ffb9f17a601b30aa6, 66f88a40fb9f17a601b3178e"
['Aphex Twin'],Come To Daddy,2,"66f88a35fb9f17a601b26702, 66f88a35fb9f17a601b26712"
['Morris Jefferson'],Spank Your Blank Blank,2,"66f88a47fb9f17a601b3895e, 66f88a47fb9f17a601b38960"
['Adam Green'],Friends Of Mine,2,"66f88a48fb9f17a601b39a49, 66f88a48fb9f17a601b39a4e"
['ICE MC'],Cinema,2,"66f88a38fb9f17a601b29930, 66f88a38fb9f17a601b298eb"
['Falco'],Data De Groove,2,"66f88a46fb9f17a601b37e85, 66f88a46fb9f17a601b37e89"
['Nick Cave & The Bad Seeds'],"Dig, Lazarus, Dig!!!",2,"66f88a34fb9f17a601b25709, 66f88a34fb9f17a601b25715"
['Reel 2 Real'],Are You Ready For Some More?,2,"66f88a40fb9f17a601b31d0c, 66f88a40fb9f17a601b31d0d"
['Living In A Box'],Living In A Box,2,"66f88a3efb9f17a601b2f850, 66f88a3efb9f17a601b2f84c"
['The Gap Band'],The Gap Band,2,"66f88a4bfb9f17a601b3ce5f, 66f88a4cfb9f17a601b3d7cf"
['Supertramp'],Free As A Bird,2,"66f88a35fb9f17a601b25fa7, 66f88a35fb9f17a601b25f63"
['John Lennon'],The John Lennon Collection,2,"66f88a40fb9f17a601b311ee, 66f88a40fb9f17a601b311c5"
['Lostep'],Because We Can,2,"66f88a3dfb9f17a601b2ed84, 66f88a3dfb9f17a601b2ed81"
['Pretty Poison'],Catch Me I'm Falling,2,"66f88a3ffb9f17a601b3002f, 66f88a3ffb9f17a601b3002a"
['Mylo'],Destroy Rock & Roll,2,"66f88a3bfb9f17a601b2c6d6, 66f88a3bfb9f17a601b2c6dc"
"['Twenty 4 Seven', 'Stay-C', 'Nance']",Slave To The Music,2,"66f88a46fb9f17a601b37f6a, 66f88a46fb9f17a601b37f6e"
['Joe Public'],"Easy Come, Easy Go",2,"66f88a48fb9f17a601b3a556, 66f88a48fb9f17a601b3a554"
['Julie Brown'],Trapped In The Body Of A White Girl,2,"66f88a39fb9f17a601b2a872, 66f88a3afb9f17a601b2b5dc"
"['Steve Stoll', 'The Blunted Boy Wonder']",Innuendo,2,"66f88a40fb9f17a601b31e4c, 66f88a41fb9f17a601b32b80"
['David Cassidy'],Rock Me Baby,2,"66f88a45fb9f17a601b36142, 66f88a45fb9f17a601b36144"
"[""Gigi D'Agostino""]",L'Amour Toujours,2,"66f88a41fb9f17a601b32b83, 66f88a41fb9f17a601b32bc5"
['Solarstone'],Rain Stars Eternal,2,"66f88a47fb9f17a601b382d3, 66f88a47fb9f17a601b382d1"
['Status Quo'],Rockin' All Over The World,2,"66f88a44fb9f17a601b352a2, 66f88a44fb9f17a601b355a7"
['Julian Cope'],World Shut Your Mouth,2,"66f88a3afb9f17a601b2b761, 66f88a3afb9f17a601b2b784"
['IAMX'],Kiss + Swallow,2,"66f88a38fb9f17a601b2945c, 66f88a38fb9f17a601b29461"
['Yello'],You Gotta Say Yes To Another Excess,2,"66f88a37fb9f17a601b283a3, 66f88a37fb9f17a601b284cb"
['Sex Gang Children'],Beasts,2,"66f88a39fb9f17a601b2aab6, 66f88a39fb9f17a601b2aabb"
['Fingathing'],Superhero Music,2,"66f88a49fb9f17a601b3b24a, 66f88a49fb9f17a601b3b24d"
['Pepe Deluxé'],Super Sound,2,"66f88a46fb9f17a601b379f5, 66f88a46fb9f17a601b379d9"
['Junkie XL'],Today,2,"66f88a3bfb9f17a601b2c75d, 66f88a47fb9f17a601b382e8"
['Aaliyah'],Age Ain't Nothing But A Number,2,"66f88a46fb9f17a601b37b07, 66f88a46fb9f17a601b37b08"
['T-Connection'],On Fire,2,"66f88a41fb9f17a601b32e69, 66f88a41fb9f17a601b32e70"
['Sonic Infusion'],Reformatted,2,"66f88a3afb9f17a601b2b0d8, 66f88a47fb9f17a601b38876"
['Belle & Sebastian'],Lazy Line Painter Jane,2,"66f88a37fb9f17a601b285a5, 66f88a48fb9f17a601b395aa"
['Def Leppard'],Hysteria,2,"66f88a36fb9f17a601b274a7, 66f88a36fb9f17a601b2753b"
['Bosson'],One In A Million,2,"66f88a43fb9f17a601b34d48, 66f88a43fb9f17a601b34d45"
['Mel & Kim'],F.L.M.,2,"66f88a40fb9f17a601b31702, 66f88a43fb9f17a601b343ac"
['Real McCoy'],It's On You,2,"66f88a38fb9f17a601b28c9f, 66f88a45fb9f17a601b368b0"
['Sweetbox'],Addicted,2,"66f88a42fb9f17a601b339d7, 66f88a42fb9f17a601b339d8"
['Groove Coverage'],7 Years & 50 Days,2,"66f88a37fb9f17a601b28410, 66f88a37fb9f17a601b28417"
['The Sunclub'],Splash,2,"66f88a48fb9f17a601b39e67, 66f88a48fb9f17a601b39e69"
['DJ Misjah & DJ Tim'],Access,2,"66f88a47fb9f17a601b386df, 66f88a47fb9f17a601b386d8"
['The Beach Boys'],Good Vibrations,2,"66f88a41fb9f17a601b3255d, 66f88a41fb9f17a601b32559"
"[""Des'ree""]",I Ain't Movin',2,"66f88a47fb9f17a601b3918e, 66f88a47fb9f17a601b39190"
['Mr. Vegas'],Heads High,2,"66f88a41fb9f17a601b3292b, 66f88a41fb9f17a601b32922"
['Kon Kan'],Move To Move,2,"66f88a3efb9f17a601b2fdb8, 66f88a3ffb9f17a601b2fddb"
['Simply Red'],Stay,2,"66f88a35fb9f17a601b26239, 66f88a3efb9f17a601b2fa87"
['Boyzone'],A Different Beat,2,"66f88a45fb9f17a601b3662f, 66f88a45fb9f17a601b3662e"
['Zazou Bikaye'],Guilty !,2,"66f88a49fb9f17a601b3b2e9, 66f88a49fb9f17a601b3b2eb"
['Barry Adamson'],Oedipus Schmoedipus,2,"66f88a3bfb9f17a601b2c5bb, 66f88a3bfb9f17a601b2c5b6"
['The X-Ecutioners'],Built From Scratch,2,"66f88a3dfb9f17a601b2e3c6, 66f88a48fb9f17a601b39a76"
['Peter Schilling'],The Different Story (World Of Lust And Crime),2,"66f88a43fb9f17a601b34675, 66f88a43fb9f17a601b34676"
['Everything But The Girl'],Walking Wounded,2,"66f88a40fb9f17a601b31128, 66f88a40fb9f17a601b31167"
"['Cosmetic', 'Jamaaladeen Tacuma']",So Tranquilizin',2,"66f88a39fb9f17a601b2aec9, 66f88a39fb9f17a601b2af0a"
['Helmet (2)'],Born Annoying,2,"66f88a3bfb9f17a601b2c433, 66f88a3ffb9f17a601b3010c"
['Barry White'],Let The Music Play,2,"66f88a38fb9f17a601b28ee2, 66f88a4afb9f17a601b3b683"
['MC Hammer'],Let's Get It Started,2,"66f88a45fb9f17a601b36a3a, 66f88a45fb9f17a601b36a3e"
['Deee-Lite'],Groove Is In The Heart!!!,2,"66f88a48fb9f17a601b39e82, 66f88a48fb9f17a601b39e8d"
['Aretha Franklin'],Aretha,2,"66f88a41fb9f17a601b32564, 66f88a4bfb9f17a601b3cdf4"
['Moondog (2)'],Moondog,2,"66f88a3dfb9f17a601b2e306, 66f88a3dfb9f17a601b2e298"
['Divine'],Shoot Your Shot,2,"66f88a41fb9f17a601b32bca, 66f88a41fb9f17a601b32bd9"
['Karen Silver'],Hold On I'm Comin',2,"66f88a49fb9f17a601b3af3f, 66f88a49fb9f17a601b3af40"
['Freeform Five'],Strangest Things,2,"66f88a3ffb9f17a601b3099d, 66f88a3ffb9f17a601b3099b"
['BulBul'],Bulbul,2,"66f88a45fb9f17a601b36cbe, 66f88a45fb9f17a601b36cc1"
['Alex Party'],Alex Party,2,"66f88a45fb9f17a601b3706c, 66f88a45fb9f17a601b37089"
['T-Connection'],Take It To The Limit,2,"66f88a41fb9f17a601b32eb0, 66f88a41fb9f17a601b32eb2"
['Curve'],Cherry,2,"66f88a35fb9f17a601b25d67, 66f88a35fb9f17a601b25d91"
['The J. Geils Band'],Love Stinks,2,"66f88a41fb9f17a601b32fcc, 66f88a4bfb9f17a601b3d05b"
['Grace Jones'],Slave To The Rhythm,2,"66f88a3cfb9f17a601b2d2ff, 66f88a3efb9f17a601b2fce5"
['Rinôçérôse'],Le Mobilier,2,"66f88a3dfb9f17a601b2df5a, 66f88a3dfb9f17a601b2df60"
['Various'],Best Of New Beat,2,"66f88a35fb9f17a601b265f6, 66f88a3ffb9f17a601b2ff77"
['DJ Looney Tune'],Jumpin' & Pumpin',2,"66f88a39fb9f17a601b2ad0a, 66f88a41fb9f17a601b3297a"
['LDC'],Plasma,2,"66f88a45fb9f17a601b36321, 66f88a45fb9f17a601b36323"
['Todd Terry'],Ready For A New Day,2,"66f88a49fb9f17a601b3a971, 66f88a49fb9f17a601b3a976"
['Latin Quarter'],Modern Times,2,"66f88a40fb9f17a601b3133d, 66f88a40fb9f17a601b31347"
"[""Cruisin' Gang""]",America,2,"66f88a46fb9f17a601b37439, 66f88a46fb9f17a601b37437"
['Emilia'],Big Big World,2,"66f88a46fb9f17a601b37cb9, 66f88a46fb9f17a601b37cba"
['CMW'],Straight Checkn 'Em,2,"66f88a3dfb9f17a601b2e305, 66f88a43fb9f17a601b34cbb"
['George McCrae'],George McCrae,2,"66f88a4bfb9f17a601b3cde9, 66f88a4bfb9f17a601b3ce13"
['Grand Funk Railroad'],Shinin' On,2,"66f88a45fb9f17a601b36085, 66f88a4bfb9f17a601b3c679"
['Madonna'],Material Girl,2,"66f88a3efb9f17a601b2f61a, 66f88a3efb9f17a601b2f831"
['Lightning Seeds'],Sense,2,"66f88a3ffb9f17a601b30bd1, 66f88a3ffb9f17a601b30bd4"
['I:Cube'],Picnic Attack,2,"66f88a40fb9f17a601b312c8, 66f88a40fb9f17a601b31999"
['Azad'],Leben,2,"66f88a3bfb9f17a601b2c0da, 66f88a3bfb9f17a601b2c3b0"
['Motörhead'],Ace Of Spades,2,"66f88a38fb9f17a601b29081, 66f88a38fb9f17a601b2908d"
['Charles Wright & The Watts 103rd St Rhythm Band'],Express Yourself,2,"66f88a3bfb9f17a601b2ca01, 66f88a3bfb9f17a601b2ca6e"
['Sheena Easton'],Take My Time,2,"66f88a41fb9f17a601b324e0, 66f88a4afb9f17a601b3b5fe"
['Charlotte Gainsbourg'],5:55,2,"66f88a3cfb9f17a601b2d03a, 66f88a3cfb9f17a601b2d054"
['Audioslave'],Audioslave,2,"66f88a37fb9f17a601b27ed4, 66f88a37fb9f17a601b27f9e"
['Leif Garrett'],Feel The Need,2,"66f88a49fb9f17a601b3a7a0, 66f88a49fb9f17a601b3a7a4"
['Billy Swan'],I Can Help,2,"66f88a47fb9f17a601b38fc5, 66f88a49fb9f17a601b3af77"
['Rod Stewart'],The Best Of Rod Stewart,2,"66f88a41fb9f17a601b32b01, 66f88a48fb9f17a601b3a003"
['Kate Bush'],The Dreaming,2,"66f88a35fb9f17a601b26b67, 66f88a35fb9f17a601b26b7d"
"['Radio Heart', 'Gary Numan']",Radio Heart,2,"66f88a3dfb9f17a601b2dc9b, 66f88a3dfb9f17a601b2e111"
"[""Linda William'""]",Traces,2,"66f88a43fb9f17a601b349ab, 66f88a43fb9f17a601b349aa"
['Etienne De Crécy'],Tempovision,2,"66f88a37fb9f17a601b28710, 66f88a3afb9f17a601b2b40c"
['Tom Jones'],Delilah,2,"66f88a48fb9f17a601b39c1e, 66f88a48fb9f17a601b39c21"
['Jon Bon Jovi'],Blaze Of Glory,2,"66f88a3ffb9f17a601b302f5, 66f88a3ffb9f17a601b302f2"
['Simply Red'],Stars,2,"66f88a35fb9f17a601b26141, 66f88a35fb9f17a601b26219"
['Yo-Yo'],Black Pearl,2,"66f88a48fb9f17a601b3a5b0, 66f88a48fb9f17a601b3a5b1"
['Heavy D. & The Boyz'],Nuttin' But Love,2,"66f88a41fb9f17a601b325ff, 66f88a41fb9f17a601b32604"
['Carl Cox'],Phuture 2000,2,"66f88a40fb9f17a601b313ef, 66f88a40fb9f17a601b3130a"
['Stan Ridgway'],The Big Heat,2,"66f88a39fb9f17a601b2a580, 66f88a39fb9f17a601b2a585"
['Girls Aloud'],Sound Of The Underground,2,"66f88a3bfb9f17a601b2c0d3, 66f88a3bfb9f17a601b2c0e2"
['Nina Simone'],My Baby Just Cares For Me,2,"66f88a4bfb9f17a601b3cb89, 66f88a4bfb9f17a601b3cb88"
['Samantha Fox'],I Wanna Have Some Fun,2,"66f88a3efb9f17a601b2f53a, 66f88a3efb9f17a601b2f537"
